id,name,wpn1,wpn2,wpn3,wpn4,wpn5,wpn6,wpn7,armor1,armor2,armor3,armor4,rt,reclimit,basecost,rcost,size,ressize,hp,prot,mr,mor,str,att,def,prec,enc,mapmove,ap,ambidextrous,mounted,mountmnr,skilledrider,reinvigoration,leader,undeadleader,magicleader,startage,maxage,hand,bow,head,body,foot,misc,crownonly,pathcost,startdom,bonusspells,F,A,W,E,S,D,N,G,B,H,rand1,nbr1,link1,mask1,rand2,nbr2,link2,mask2,rand3,nbr3,link3,mask3,rand4,nbr4,link4,mask4,holy,inquisitor,mind,inanimate,undead,demon,magicbeing,stonebeing,animal,coldblood,female,forestsurvival,mountainsurvival,wastesurvival,swampsurvival,cavesurvival,aquatic,amphibian,pooramphibian,float,flying,stormimmune,teleport,immobile,noriverpass,sailingshipsize,sailingmaxunitsize,stealthy,illusion,spy,assassin,patience,seduce,succubus,corrupt,heal,immortal,domimmortal,reinc,noheal,neednoteat,homesick,undisciplined,formationfighter,slave,standard,inspirational,taskmaster,beastmaster,bodyguard,waterbreathing,iceprot,invulnerable,slashres,bluntres,pierceres,shockres,fireres,coldres,poisonres,acidres,voidsanity,darkvision,blind,animalawe,awe,haltheretic,fear,berserk,cold,heat,fireshield,banefireshield,damagerev,poisoncloud,diseasecloud,slimer,mindslime,reform,regeneration,reanimator,poisonarmor,petrify,eyeloss,ethereal,ethtrue,deathcurse,trample,trampswallow,stormpower,firepower,coldpower,darkpower,chaospower,magicpower,winterpower,springpower,summerpower,fallpower,forgebonus,fixforgebonus,mastersmith,resources,autohealer,autodishealer,alch,nobadevents,event,insane,shatteredsoul,leper,taxcollector,gem,gemprod,chaosrec,pillagebonus,patrolbonus,castledef,siegebonus,incprovdef,supplybonus,incunrest,popkill,researchbonus,drainimmune,inspiringres,douse,adeptsacr,crossbreeder,makepearls,pathboost,allrange,voidsum,heretic,elegist,shapechange,firstshape,secondshape,secondtmpshape,landshape,watershape,forestshape,plainshape,xpshape,unique,fixedname,special,nametype,summon,n_summon,batstartsum1,batstartsum2,domsummon,domsummon2,domsummon20,raredomsummon,bloodvengeance,bringeroffortune,realm1,realm2,realm3,batstartsum3,batstartsum4,batstartsum5,batstartsum1d6,batstartsum2d6,batstartsum3d6,batstartsum4d6,batstartsum5d6,batstartsum6d6,turmoilsummon,coldsummon,scalewalls,deathfire,uwregen,shrinkhp,growhp,transformation,startingaff,fixedresearch,divineins,lamialord,preanimator,dreanimator,mummify,onebattlespell,fireattuned,airattuned,waterattuned,earthattuned,astralattuned,deathattuned,natureattuned,bloodattuned,magicboostF,magicboostA,magicboostW,magicboostE,magicboostS,magicboostD,magicboostN,magicboostALL,eyes,heatrec,coldrec,spreadchaos,spreaddeath,corpseeater,poisonskin,bug,uwbug,spreaddom,battlesum5,acidshield,drake,prophetshape,horror,enchrebate50p,latehero,sailsize,uwdamage,landdamage,rpcost,buffer,rand5,nbr5,link5,mask5,rand6,nbr6,link6,mask6,mummification,diseaseres,raiseonkill,raiseshape,sendlesserhorrormult,xploss,theftofthesunawe,incorporate,hpoverslow,blessbers,dragonlord,curseattacker,uwheat,slothresearch,horrordeserter,mindvessel,elementrange,sorceryrange,older,disbelieve,firerange,astralrange,landreinvigoration,naturerange,beartattoo,horsetattoo,reincarnation,wolftattoo,boartattoo,sleepaura,snaketattoo,appetite,astralfetters,foreignmagicboost,templetrainer,infernoret,kokytosret,addrandomage,unsurr,combatcaster,homeshape,speciallook,aisinglerec,nowish,bugreform,mason,onisummon,sunawe,spiritsight,ownblood,invisible,startaff,ivylord,spellsinger,magicstudy,triplegod,triplegodmag,unify,triple3mon,yearturn,fortkill,thronekill,digest,indepmove,unteleportable,reanimpriest,stunimmunity,entangle,alchemy,woundfend,singlebattle,falsearmy,summon5,ainorec,researchwithoutmagic,slaver,autocompete,deathparalyze,adventurers,cleanshape,reglab,reqtemple,horrormarked,changetargetgenderforseductionandseductionimmune,corpseconstruct,guardianspiritmodifier,isashah,isayazad,isadaeva,blessfly,plant,clockworklord,commaster,comslave,minsizeleader,snowmove,swimming,stupid,skirmisher,ironvul,heathensummon,unseen,powerofdeath,reformtime,immortalrespawn,nomovepen,wolf,dungeon,graphicsize,twiceborn,aboleth,tmpastralgems,localsun,tmpfiregems,defiler,mountedbeserk,lanceok,startheroab,minprison,uwfireshield,saltvul,landenc,plaguedoctor,curseluckshield,pathboostuw,pathboostland,noarmormapmovepenalty,farthronekill,hpoverflow,indepstay,polyimmune,horrormark,deathdisease,allret,percentpathreduction,aciddigest,beckon,slaverbonus,carcasscollector,mindcollar,labpromotion,mountainrec,indepspells,enchrebate50,summon1,randomspell,deathpower,deathrec,norange,insanify,reanimator,defector,nohof,batstartsum1d3,enchrebate10,undying,moralebonus,uncurableaffliction,autoblessed,wintersummon1d3,stygianguide,almostundead,truesight,smartmount,mobilearcher,reformingflesh,fearoftheflood,spiritform,chorusslave,chorusmaster,tightrein,corpsestitcher,reconstruction,nofriders,coridermnr,holycost,animatemnr,lich,glamourman,erastartageincrease,moreorder,moregrowth,moreprod,moreheat,moreluck,moremagic,nofmounts,divinebeing,falsedamagerecovery,uwpathboost,nofalldmg,randomitems,fireempower,airempower,waterempower,earthempower,popspy,capitalhome,deathslimeexpl,deathpoisonexpl,deathshockexpl,drawsize,clumsy,petrificationimmune,regainmount,nobarding,scarsouls,spikebarbs,pretenderstartsite,mountiscom,nothrowoff,offscriptresearch,bird,decayres,unmountedspr,cubmother,exhaustion,glamour,end
1338,Celestial Hound,322,236,,,,,,,,,,1,,0,1,4,4,25,7,14,15,17,14,12,11,1,3,20,,,,,,50,,10,,200,0,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,Nyorai,,,,,,,,,,,158,1,,10000,1,9,9,150,3,18,30,21,11,11,10,4,20,12,,,,,,150,,,,,2,1,1,1,1,2,,50,3,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,Tiwaz of War,75,,,,,,,19,,,38,1,,10000,1,8,8,85,3,18,30,22,15,15,15,2,20,16,,,,,,200,,,,,2,1,1,1,1,2,,50,3,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,Devi of Darkness,,,,,,,,148,113,,113,1,,10000,1,9,9,84,3,18,30,22,13,13,12,2,20,17,8,,,,,200,100,,,,4,1,1,1,1,1,,50,3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,Titan of Rivers,1098,92,,,,,,,,,158,1,,10000,1,9,9,95,3,18,30,22,12,12,13,2,20,16,,,,,,200,,,,,2,1,1,1,1,2,,50,3,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,Titan of Love,1091,92,,,,,,,,,,1,,10000,1,9,9,95,3,18,30,22,12,12,13,2,20,16,,,,,,200,,,,,2,1,1,1,1,2,,50,3,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,Devi of Good Fortunes,,,,,,,,148,,,212,1,,10000,1,9,9,85,3,18,30,20,11,13,13,2,20,16,,,,,,200,,,,,2,1,1,1,1,2,,50,3,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,Celestial General,75,,,,,,,9,,,233,1,,10000,1,9,9,100,3,18,30,24,14,14,12,2,20,16,,,,,,200,,50,,,2,1,1,1,1,2,,50,3,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,Colossal Fetish,,,,,,,,9,122,,,1,,9980,1,9,9,120,15,18,50,25,7,7,7,0,18,8,,,,,,10,,10,,,2,1,1,1,1,2,,40,4,1,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,Sirrush,,,,,,,,,,,,2,,200,1,9,9,80,15,16,16,22,14,11,10,3,3,16,,,,,,50,,10,,200,0,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,Titan of Serpents and Medicine,,,,,,,,,,,158,1,,10000,1,8,8,85,3,18,30,20,14,12,13,2,20,16,,,,,,150,,,,,2,1,1,1,1,2,,50,3,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,3,,,,,,,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,Devourer of Souls,,,,,,,,,,,,1,,10000,1,10,10,161,15,18,30,28,15,10,10,3,2,8,,,,,,100,,,,,0,0,1,0,0,2,1,80,2,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,Bandar Swordsman,,,,,,,,7,1,,7,1,,10019,1,4,4,18,3,9,13,15,11,9,9,3,12,10,,,,,,50,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,Light Bandar Warrior,,,,,,,,7,1,,7,1,,10016,1,4,4,18,3,9,12,15,11,9,9,3,12,10,,,,,,50,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,Entrance Guard,,,,,,,,19,21,3,,1,,10016,1,3,3,14,0,10,13,11,11,12,8,3,14,12,,,,,,50,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,Blood Guard,8,,,,,,,18,20,3,,1,,10010,1,3,3,14,0,13,15,13,13,11,10,2,14,12,,,,,,50,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,Agarthan Heavy Infantry,,,,,,,,18,118,3,,1,,10010,1,3,3,10,0,10,10,10,10,10,8,3,14,12,,,,,,50,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,Agarthan Infantry,,,,,,,,13,20,3,,1,,10010,1,3,3,10,0,10,10,10,10,10,8,3,14,12,,,,,,50,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,Ozelotl,20,236,236,,,,,,,,,1,,0,1,5,4,33,6,16,30,16,13,12,10,2,3,25,,,,,,50,10,,,,0,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
